Building Address,Building Class,City,Rentable Building Area,State,Year Built,Zip,Submarket,Market
F 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
FR 125 & Hwy 60,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Fairway Dr,,Fulton,,MO,,65251,,Jefferson City - MO
Farm Ld St Road 23 Ginger,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
Farm Rd 156,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Farm Rd 199 & Hwy 60,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Rd 211,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Rd 22,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Rd 280,,Auxvasse,,MO,,65231,,Jefferson City - MO
Farm Rd 287 @ E Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 287 @ Farm Rd 184,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Farm Rd 71,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Rd 71,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Rd 84,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Farm Rd 97,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 101,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 103,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
Farm Road 103,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Farm Road 115,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 119,,Brighton,,MO,,65617,Polk County,Springfield  - MO
Farm Road 120,,"Bois D'Arc",,MO,,65612,Outlying Greene County,Springfield  - MO
Farm Road 124,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 124,,"Bois D'Arc",,MO,,65612,Outlying Greene County,Springfield  - MO
Farm Road 132,,"Bois D'Arc",,MO,,65612,Outlying Greene County,Springfield  - MO
Farm Road 136,,Springfield,,MO,,65802,Outlying Greene County,Springfield  - MO
Farm Road 137,,Brighton,,MO,,65617,Outlying Greene County,Springfield  - MO
Farm Road 140,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Farm Road 148,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 149,,Pleasant Hope,,MO,,65725,Outlying Greene County,Springfield  - MO
Farm Road 156,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 156,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 160,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 164,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 168,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 168,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 17,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 170,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 172,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 172,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 174,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 174,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 175,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
Farm Road 176,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 177,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Road 182,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Farm Road 183,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Road 186,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 190,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Farm Road 192,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 193,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Road 194,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 197,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Road 2,,Brighton,,MO,,65617,Outlying Greene County,Springfield  - MO
Farm Road 2,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Road 205,,Springfield,,MO,,65802,Outlying Greene County,Springfield  - MO
Farm Road 205,,Springfield,,MO,,65809,Outlying Greene County,Springfield  - MO
Farm Road 205,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Farm Road 207,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Farm Road 227,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 227,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Farm Road 229,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 237,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 241,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Farm Road 241,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Farm Road 249,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Farm Road 25,,Billings,,MO,,65610,Outlying Greene County,Springfield  - MO
Farm Road 26,,Pleasant Hope,,MO,,65725,Outlying Greene County,Springfield  - MO
Farm Road 28,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 30,,Pleasant Hope,,MO,,65725,Outlying Greene County,Springfield  - MO
Farm Road 31,,Billings,,MO,,65610,Outlying Greene County,Springfield  - MO
Farm Road 33,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 33,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 34,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 36,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Farm Road 39,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 43,,Billings,,MO,,65610,Outlying Greene County,Springfield  - MO
Farm Road 44,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 44,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Farm Road 45,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 45,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 48,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Road 48,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 52,,Fair Grove,,MO,,65648,Outlying Greene County,Springfield  - MO
Farm Road 52,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Farm Road 53,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 56,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Farm Road 59,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 60,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 61,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 63,,"Bois D'Arc",,MO,,65612,Outlying Greene County,Springfield  - MO
Farm Road 63,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 63,,Springfield,,MO,,65802,Outlying Greene County,Springfield  - MO
Farm Road 64,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 67,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 69,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Farm Road 75,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 76,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Farm Road 84,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 89,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Farm Road 9,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 93,,Walnut Grove,,MO,,65770,Outlying Greene County,Springfield  - MO
Farm Road 94,,Ash Grove,,MO,,65604,Outlying Greene County,Springfield  - MO
Farm Road 94,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
Farm Road 99,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Fawn Trail Rd,,Long Lane,,MO,,65590,Dallas County,Springfield  - MO
Feldewert + Guthrie Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Flea Market Rd,,Highlandville,,MO,,65669,West Christian County,Springfield  - MO
Flea Market Rd,,Highlandville,,MO,,65669,West Christian County,Springfield  - MO
Forest,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Forest Hills,,Columbia,,MO,,65202,,Columbia - MO
Forum Blvd & Chapel Hill Rd,,Columbia,,MO,,65202,,Columbia - MO
Frd 84/Crowns Nest Ln,,Strafford,,MO,,65757,Outlying Greene County,Springfield  - MO
Front St,A,Kansas City,250000,MO,,64120,Executive Park,Kansas City - MO
Front St,C,Grafton,3200,MO,1975,62037,Jersey County,Saint Louis - MO
Fyler Ave,C,Saint Louis,22676,MO,1951,631391196,St Louis City South,Saint Louis - MO
G 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
GTE Dr,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Gallop Ln,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Gallop Ln,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Gateway Dr,,Neosho,,MO,,64850,,Joplin - MO
Glenhurst and South Point,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Glossip Ave,,Highlandville,,MO,,65669,West Christian County,Springfield  - MO
Golden & Republic Rd,,Springfield,,MO,,65810,Southwest,Springfield  - MO
Goldfinch Dr,,Neosho,,MO,,64850,,Joplin - MO
Golf Club of Wentzville,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Grandview,,Springfield,,MO,,65803,Northwest,Springfield  - MO
Green Meadows Dr & Grinds Pky,,Columbia,,MO,,65201,,Columbia - MO
Greenwood Dr,,Joplin,,MO,,64804,,Joplin - MO
Grindstone Pky & Green Me Dr,,Columbia,,MO,,65203,,Columbia - MO
Guthrie,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
H 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
HWY CC,,Sturgeon,,MO,,65284,,Columbia - MO
Hamilton & Oakwood St,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Hancock,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Hazel Ave,,Carthage,,MO,,64836,,Joplin - MO
Hazel Ave,,Carthage,,MO,,64836,,Joplin - MO
Hazel Ave @ Airport Drive,,Carthage,,MO,,64836,,Joplin - MO
Hazel Ave @ George E. Phelps Blvd,,Carthage,,MO,,64836,,Joplin - MO
Hazel Ave @ George Hornback Ave,,Carthage,,MO,,64836,,Joplin - MO
Hazel Ave @ Phelps Blvd,,Carthage,,MO,,64836,,Joplin - MO
Hazel Ave @ Phelps Blvd,,Carthage,,MO,,64836,,Joplin - MO
Hazel Ave @ Ward Schrantz Ave,,Carthage,,MO,,64836,,Joplin - MO
Hazeltine Rd,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Headwaters Dr,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Hedge Ln,,Paola,,MO,,66071,Outer South Kansas City,Kansas City - MO
Hedge Ln,,Paola,,MO,,66071,Outer South Kansas City,Kansas City - MO
Hedge Ln @ Peoria St,,Paola,,MO,,66071,Outer South Kansas City,Kansas City - MO
Heller Rd,,Columbia,,MO,,65202,,Columbia - MO
Hemsath Rd @ Page Ave.,B,Saint Charles,25600,MO,2005,63303,St Charles County,Saint Louis - MO
Hepperman Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Highway 13,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Highway 13,,Bolivar,,MO,,657279801,Polk County,Springfield  - MO
Highway 13,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Highway 13 And Riverdale Rd,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Highway 14,,Clever,,MO,,65631,West Christian County,Springfield  - MO
Highway 150 & Canton Ave @ Canton & James River Expressway,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Highway 150 & Canton Ave @ James River Exp,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Highway 150 & Canton Ave @ James River Exp,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Highway 150 & Canton Ave @ James River Exp,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Highway 150 & Canton Ave @ James River Exp,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Highway 150 & Canton Ave @ James River Exp,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Highway 150 & Canton Ave @ James River Expr,,Springfield,,MO,,65802,Northwest,Springfield  - MO
Highway 160 & Rosedale Rd,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Highway 160 & Wasson Rd.,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Highway 171,,Joplin,,MO,,648049807,,Joplin - MO
Highway 210,B,Kansas City,1000000,MO,2019,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,200000,MO,,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,200000,MO,,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,1000000,MO,,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,883500,MO,2019,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,1000000,MO,,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,1000000,MO,,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,1000000,MO,,64161,Claycomo,Kansas City - MO
Highway 210 & N. Kimball Dr,A,Kansas City,1000000,MO,,64161,Claycomo,Kansas City - MO
Highway 210 And N. Kimbal Dr,A,Kansas City,259000,MO,2019,64161,Claycomo,Kansas City - MO
Highway 413,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Highway 413,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Highway 44 & Highway,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Highway 63,,Columbia,,MO,,65201,,Columbia - MO
Highway 65 and FF,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Highway 86 & Jay Dr,,Neosho,,MO,,64850,,Joplin - MO
Highway A & Hidden Valley,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Highway H & Cowden Rd,,Pleasant Hope,,MO,,65725,Polk County,Springfield  - MO
Highway K,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Highway MM & Farm Rd,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Highway Mm,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Highway O,,Harrisburg,,MO,,65256,,Columbia - MO
Highway W,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Highway W,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Highwway 125,,Bradleyville,,MO,,65614,East Christian County,Springfield  - MO
Hines,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Hoffman & Hoffman Hills Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Homestead Manor Dr,,Wildwood,,MO,,63005,Chesterfield/Hwy-40,Saint Louis - MO
Hopkins Rd,,Highlandville,,MO,,65669,West Christian County,Springfield  - MO
Horseshoe Lake Rd @ McDonough Lake Rd,A,Collinsville,45900,MO,2000,62234,Illinois,Saint Louis - MO
Hubble & Banning,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Hubble & Banning,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Hubble & Banning,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Hunter Road & County Rd,,Carl Junction,,MO,,64834,,Joplin - MO
Hwy 13,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Hwy 13 & Hwy 32,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Hwy 14,,Clever,,MO,,65631,West Christian County,Springfield  - MO
Hwy 14 & 25th St,,Ozark,,MO,,65721,West Christian County,Springfield  - MO
Hwy 14 & 25th St,,Ozark,,MO,,65721,West Christian County,Springfield  - MO
Hwy 150 & Ward Rd,,Lees Summit,,MO,,64082,"Lee's Summit",Kansas City - MO
Hwy 157,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
Hwy 157 @ meridian rd,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
Hwy 160,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Hwy 160,,Highland,,MO,,62249,Illinois,Saint Louis - MO
Hwy 160,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Hwy 160 & Hwy AB,,Willard,,MO,,65781,Outlying Greene County,Springfield  - MO
Hwy 162 & I-255,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
Hwy 171,,Carl Junction,,MO,,64834,,Joplin - MO
Hwy 171 & Interstate 249,,Webb City,,MO,,64870,,Joplin - MO
Hwy 174,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Hwy 174,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Hwy 32 and South 90th St,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Hwy 38,,Marshfield,,MO,,65706,Webster County,Springfield  - MO
Hwy 40,,Highland,,MO,,62249,Illinois,Saint Louis - MO
Hwy 413,,Brookline,,MO,,65619,Outlying Greene County,Springfield  - MO
Hwy 60,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60 & Business 60,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60 & MO 125 Rd,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60 & MO 125 Rd,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60 & MO 125 Rd,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60 & MO 125 Rd,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60 & MO 125 Rd,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy 60 & Redbud Rd,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Hwy 61 & Granville Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Hwy 61 & Hwy W @ Pointe Prarie Rd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Hwy 63,,Columbia,,MO,,65202,,Columbia - MO
Hwy 63 & Vandiver Dr,,Columbia,,MO,,65202,,Columbia - MO
Hwy 65,,Buffalo,,MO,,65622,Dallas County,Springfield  - MO
Hwy 65,,Buffalo,,MO,,65622,Dallas County,Springfield  - MO
Hwy 65 To Hwy 73,,Buffalo,,MO,,65622,Dallas County,Springfield  - MO
Hwy 65 West Outer Rd,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Hwy 65/ Hwy F,,Ozark,,MO,,65721,West Christian County,Springfield  - MO
Hwy 71 & Hammer Rd,,Neosho,,MO,,64850,,Joplin - MO
Hwy 86,,Neosho,,MO,,64850,,Joplin - MO
Hwy 86 & Hwy 71,,Neosho,,MO,,64850,,Joplin - MO
Hwy 86 & Hwy 71,,Neosho,,MO,,64850,,Joplin - MO
Hwy 86 Hwy,,Neosho,,MO,,64850,,Joplin - MO
Hwy CC,,Centralia,,MO,,65240,,Columbia - MO
Hwy CC & Old Castle @ N Old Castle Rd,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Hwy CC @ Old Castle,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Hwy CC @ Old Castle,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Hwy EE,,Ozark,,MO,,65721,West Christian County,Springfield  - MO
Hwy F & McLean Rd.,,Ozark,,MO,,65721,West Christian County,Springfield  - MO
Hwy FF,,Battlefield,,MO,,65619,Southwest,Springfield  - MO
Hwy FF,,Battlefield,,MO,,65619,Southwest,Springfield  - MO
Hwy M & Hwy 79,C,"O'Fallon",6240,MO,1993,63366,St Charles County,Saint Louis - MO
Hwy M & ZZ,,Republic,,MO,,65738,Outlying Greene County,Springfield  - MO
Hwy N 200 W,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Hwy NN,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Hwy NN,,Ozark,,MO,,65721,East Christian County,Springfield  - MO
Hwy VV,,Rogersville,,MO,,65742,Outlying Greene County,Springfield  - MO
Hwy VV & Watts Rd,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Hwy WW,,Columbia,,MO,,65201,,Columbia - MO
Hwy WW,,Columbia,,MO,,65201,,Columbia - MO
Hwy WW,,Columbia,,MO,,65201,,Columbia - MO
Hwy WW & Elk Park Dr,,Columbia,,MO,,65202,,Columbia - MO
Hwy Y,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Hwy Y,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Hwy Z & I-70,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Hwy Z & Perry Cate Blvd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Hwy Z & Perry Cate Blvd @ Perry Cate Blvd,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
I 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
I 70 & Hwy 40/61,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
I-270 & Rte 157,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
I-435 Hwy @ 45 Hwy,B,Parkville,17500,MO,1996,64152,Riverside/Parkville,Kansas City - MO
I-435 and Front St,A,Kansas City,250000,MO,,64120,Executive Park,Kansas City - MO
I-44,,Strafford,,MO,,65757,Northeast,Springfield  - MO
I-44,C,Gray Summit,12000,MO,,63039,Franklin County,Saint Louis - MO
I-44 & 166 CR-5Q Hwy,,Joplin,,MO,,64801,,Joplin - MO
I-44 & 65 Hwy,,Springfield,,MO,,65803,Outlying Greene County,Springfield  - MO
I-44 & Highway 71,,Joplin,,MO,,64804,,Joplin - MO
I-44 & Hwy 65 @ Neergard and Mayfair,,Springfield,,MO,,65803,Northeast,Springfield  - MO
I-44 & Kearney St,,Springfield,,MO,,65803,Northeast,Springfield  - MO
I-44 & US 65,,Springfield,,MO,,65802,Northeast,Springfield  - MO
I-44 & US 66 Rd,C,Gray Summit,6912,MO,,63039,Franklin County,Saint Louis - MO
I-44 @ N Barnes Ave,,Springfield,,MO,,65803,Northeast,Springfield  - MO
I-44 Hwy,,Joplin,,MO,,64801,,Joplin - MO
I-44/400,,Joplin,,MO,,64804,,Joplin - MO
I-70 & Gte Drive,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
I-70 & Hwy 54 Junction,,Kingdom City,,MO,,65262,,Jefferson City - MO
I-70 & Route Z Dr,,Columbia,,MO,,65203,,Columbia - MO
I-70 @ Hwy 54,,Kingdom City,,MO,,65262,,Jefferson City - MO
I-70 And Hwy 54,,Kingdom City,,MO,,65262,,Jefferson City - MO
I-70 Hwy @ M Hwy,C,Odessa,5500,MO,2002,64076,Lafayette County,Kansas City - MO
I-70 Hwy @ M Hwy,C,Odessa,5500,MO,2006,64076,Lafayette County,Kansas City - MO
I-70 Hwy @ M Hwy,C,Odessa,5500,MO,2003,64076,Lafayette County,Kansas City - MO
I-70 Hwy @ M Hwy,C,Odessa,5500,MO,2003,64076,Lafayette County,Kansas City - MO
I-70 Hwy @ M Hwy,C,Odessa,5500,MO,2002,64076,Lafayette County,Kansas City - MO
I-70 Hwy @ M Hwy,C,Odessa,5500,MO,2006,64076,Lafayette County,Kansas City - MO
IL-157 & Meridian Rd,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
Industrial Dr,B,Cahokia,17637,MO,1998,62206,Illinois,Saint Louis - MO
Interstate 249 & HWY 171,,Webb City,,MO,,64870,,Joplin - MO
Interstate 270 And Illino,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
Interstate 270 And Illino,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
Interstate 70 & Union Blvd,C,Saint Louis,92555,MO,,63115,St Louis City North,Saint Louis - MO
Interstate Dr,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Interstate Dr,,Wentzville,,MO,,63385,St Charles County,Saint Louis - MO
Ivy Rd @ Highway N 43,,Webb City,,MO,,64870,,Joplin - MO
J 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
Jade Rd & Cort 227,,Kingdom City,,MO,,65262,,Jefferson City - MO
Jade Rd @ Emerald Rd,,Spokane,,MO,,65754,West Christian County,Springfield  - MO
Jade Rd @ Emerald Rd,,Spokane,,MO,,65754,West Christian County,Springfield  - MO
Jade Rd @ Emerald Rd,,Spokane,,MO,,65754,West Christian County,Springfield  - MO
Jade Rd @ Emerald Rd,,Spokane,,MO,,65754,West Christian County,Springfield  - MO
Jade Rd @ Emerald rd,,Spokane,,MO,,65754,West Christian County,Springfield  - MO
James River Fwy,,Springfield,,MO,,65802,Outlying Greene County,Springfield  - MO
Jenkins Creek Ranch,,Sarcoxie,,MO,,64862,,Joplin - MO
Jesse St,C,Cahokia,2328,MO,,62206,Illinois,Saint Louis - MO
K 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
KEYESPORT Rd,,HIGHLAND,,MO,,62249,Clinton County,Saint Louis - MO
KS-68,,Paola,,MO,,66071,Outer South Kansas City,Kansas City - MO
Kettle River Dr,,Glen Carbon,,MO,,62034,Illinois,Saint Louis - MO
L 337Th Rd,,Humansville,,MO,,65674,Polk County,Springfield  - MO
LOUISVILLE Dr,,Columbia,,MO,,65203,,Columbia - MO
Lakeside & Indian Grove,,Rogersville,,MO,,65742,Webster County,Springfield  - MO
Lamar Industrial Dr @ Hwy 100,B,Washington,12000,MO,2002,63090,Franklin County,Saint Louis - MO
Leeann Dr,,Nixa,,MO,,65714,West Christian County,Springfield  - MO
Lemmon Ave,,Bolivar,,MO,,65613,Polk County,Springfield  - MO
Liberty Ln,,Ashland,,MO,,65010,,Columbia - MO
Log Providence,,Columbia,,MO,,65201,,Columbia - MO
London Way,,Jefferson City,,MO,,65109,,Jefferson City - MO
Lonedell Industrial Ct,B,Arnold,8500,MO,2006,63010,Jefferson County,Saint Louis - MO
Long Road Crossing Dr @ Chesterfield Industrial Blvd.,,Chesterfield,,MO,,63005,Chesterfield/Hwy-40,Saint Louis - MO
